,carat,depth,table,x,y,z,color_le,cut_le,clarity_le
25208,1.03,60.4,58.0,6.48,6.56,3.94,4,4,2
25209,0.31,62.8,60.0,4.31,4.29,2.7,5,3,2
25210,0.24,58.8,58.0,4.08,4.05,2.39,0,3,7
25211,0.33,61.9,54.0,4.47,4.42,2.75,1,2,5
25212,0.33,61.7,59.0,4.45,4.43,2.74,4,3,1
25213,0.7,61.8,60.0,5.67,5.63,3.49,2,3,6
25214,0.43,61.2,59.0,4.87,4.84,2.97,2,3,5
25215,0.71,60.6,56.0,5.82,5.77,3.51,5,4,7
25216,0.5,56.4,62.0,5.31,5.22,2.97,2,0,4
25217,2.4,60.6,58.5,8.59,8.67,5.24,5,4,3
25218,0.53,60.5,60.0,5.21,5.24,3.16,1,3,3
25219,1.35,62.1,56.0,7.04,7.1,4.39,6,4,4
25220,0.3,59.7,59.0,4.37,4.34,2.6,0,3,2
25221,2.03,61.6,55.0,8.18,8.12,5.02,4,2,3
25222,1.2,63.0,57.0,6.77,6.7,4.24,5,2,3
25223,1.5,61.7,55.0,7.32,7.39,4.54,5,2,7
25224,1.12,61.9,55.0,6.73,6.68,4.15,2,2,5
25225,0.64,62.3,54.0,5.52,5.55,3.44,4,2,5
25226,0.3,61.6,57.0,4.33,4.3,2.66,1,2,4
25227,0.32,61.8,53.0,4.41,4.43,2.73,4,2,4
25228,0.51,62.5,55.0,5.08,5.13,3.19,2,2,5
25229,0.91,58.2,59.0,6.36,6.4,3.71,4,1,2
25230,0.72,62.7,59.0,5.69,5.73,3.58,4,3,2
25231,0.59,61.8,56.0,5.37,5.41,3.33,4,2,7
25232,0.6,64.3,57.0,5.31,5.38,3.43,3,1,5
25233,2.06,58.4,55.0,8.42,8.35,4.9,5,3,4
25234,0.51,61.7,55.0,5.13,5.15,3.17,4,2,3
25235,1.06,61.0,56.0,6.62,6.56,4.02,3,2,3
25236,0.33,62.5,55.0,4.45,4.42,2.77,1,2,2
25237,1.0,63.6,58.0,6.27,6.31,4.0,2,1,2
25238,0.31,62.1,56.0,4.3,4.36,2.69,0,2,4
25239,0.7,61.1,60.0,5.66,5.7,3.47,6,4,2
25240,1.02,63.4,57.0,6.41,6.43,4.07,1,1,3
25241,0.32,61.3,55.0,4.41,4.43,2.71,1,2,7
25242,0.5,60.3,55.0,5.16,5.21,3.13,4,2,5
25243,1.2,62.1,60.0,6.78,6.72,4.19,5,4,5
25244,0.3,62.8,59.0,4.24,4.26,2.67,1,4,5
25245,0.31,61.8,56.0,4.34,4.36,2.69,2,2,6
25246,1.51,61.4,57.0,7.3,7.38,4.51,6,4,4
25247,0.3,61.9,57.0,4.28,4.31,2.66,3,2,6
25248,0.32,61.4,56.0,4.44,4.42,2.72,3,2,2
25249,0.4,63.6,57.0,4.65,4.69,2.97,1,1,2
25250,0.51,61.0,57.0,5.21,5.12,3.15,1,2,5
25251,1.01,62.3,59.0,6.38,6.3,3.95,3,3,2
25252,0.9,61.5,56.0,6.22,6.24,3.83,3,2,6
25253,1.76,60.3,57.0,7.9,7.83,4.74,3,2,5
25254,1.29,61.1,58.0,7.03,6.98,4.28,5,3,4
25255,0.51,61.7,56.0,5.14,5.17,3.18,6,4,2
25256,0.55,62.6,57.0,5.19,5.23,3.26,2,4,5
25257,0.9,59.2,60.0,6.34,6.3,3.74,0,3,3
25258,0.71,62.7,58.0,5.73,5.66,3.57,1,3,2
25259,0.6,61.4,55.0,5.43,5.45,3.34,0,2,2
25260,0.79,62.8,57.0,5.9,5.85,3.69,0,2,3
25261,0.31,61.9,54.0,4.35,4.38,2.7,2,2,5
25262,1.66,62.3,58.0,7.62,7.57,4.73,4,3,5
25263,0.53,61.6,57.1,5.15,5.21,3.19,2,3,5
25264,0.34,61.5,56.0,4.5,4.47,2.76,3,2,5
25265,0.32,62.7,57.0,4.34,4.37,2.73,0,4,2
25266,0.31,63.8,57.0,4.29,4.33,2.75,0,1,2
25267,0.33,60.2,58.0,4.49,4.55,2.72,1,4,2
25268,1.01,63.0,56.0,6.36,6.41,4.02,0,2,2
25269,0.51,61.0,59.0,5.13,5.17,3.14,1,4,4
25270,0.72,60.9,56.0,5.77,5.83,3.53,2,2,7
25271,1.0,60.7,60.0,6.4,6.36,3.87,2,3,2
25272,0.71,61.2,56.0,5.74,5.79,3.53,4,2,1
25273,0.81,61.3,60.0,6.0,5.94,3.66,2,3,2
25274,1.06,59.6,60.0,6.68,6.71,3.99,0,4,5
25275,0.42,62.4,57.0,4.79,4.82,3.0,3,2,1
25276,0.9,58.5,61.0,6.28,6.33,3.69,3,1,3
25277,0.26,58.9,61.0,4.16,4.19,2.46,1,4,7
25278,1.53,59.5,59.0,7.53,7.46,4.46,4,3,2
25279,0.57,61.7,54.0,5.32,5.41,3.31,3,2,7
25280,1.36,62.1,57.0,7.11,7.06,4.4,3,3,0
25281,0.35,61.4,54.0,4.58,4.54,2.8,2,2,5
25282,0.57,63.0,59.0,5.29,5.25,3.32,1,3,5
25283,0.72,60.1,58.0,5.79,5.82,3.49,6,4,3
25284,0.33,61.8,60.0,4.4,4.44,2.73,4,3,1
25285,0.3,61.6,56.0,4.34,4.36,2.68,2,4,6
25286,1.01,62.8,57.0,6.4,6.44,4.03,6,2,2
25287,1.02,63.9,59.0,6.29,6.33,4.03,0,4,5
25288,0.37,62.7,54.0,4.6,4.55,2.87,1,2,2
25289,1.01,62.7,59.0,6.31,6.22,3.93,4,3,3
25290,0.41,62.4,56.0,4.75,4.77,2.97,3,4,2
25291,2.01,63.0,56.0,8.0,7.93,5.02,3,2,5
25292,1.57,61.8,55.0,7.49,7.43,4.61,3,2,2
25293,0.35,60.9,57.0,4.55,4.58,2.78,4,2,6
25294,0.3,62.0,58.0,4.25,4.3,2.65,2,2,1
25295,0.32,61.9,56.0,4.36,4.39,2.71,0,2,6
25296,1.12,62.2,60.0,6.59,6.65,4.12,4,3,2
25297,0.42,62.4,55.0,4.79,4.82,3.0,0,4,6
25298,0.32,61.9,55.0,4.43,4.46,2.75,3,2,6
25299,0.3,62.2,55.0,4.3,4.32,2.68,3,2,1
25300,1.04,58.7,58.0,6.68,6.61,3.9,6,3,5
25301,0.54,61.9,54.5,5.22,5.25,3.23,1,2,7
25302,1.02,62.9,54.0,6.38,6.46,4.04,1,4,4
25303,0.61,59.9,57.0,5.55,5.53,3.32,0,2,3
25304,0.27,61.7,61.0,4.1,4.14,2.54,2,1,6
25305,0.3,62.3,56.0,4.27,4.3,2.67,3,2,2
25306,0.3,60.4,55.0,4.38,4.41,2.66,3,2,4
25307,0.32,60.2,57.0,4.45,4.42,2.67,0,2,4
25308,1.01,63.1,57.0,6.39,6.35,4.02,3,4,5
25309,0.33,62.4,56.0,4.41,4.45,2.76,3,2,6
25310,1.23,61.8,57.0,6.89,6.86,4.25,3,2,4
25311,0.33,61.9,55.0,4.42,4.44,2.74,4,2,1
25312,1.1,61.0,59.0,6.65,6.67,4.06,5,4,4
25313,1.32,65.2,58.0,6.86,6.79,4.45,1,0,3
25314,0.32,59.2,59.0,4.47,4.45,2.64,3,3,4
25315,1.21,60.8,60.0,6.86,6.88,4.18,6,3,7
25316,0.71,62.5,55.0,5.69,5.74,3.57,0,2,2
25317,0.42,62.1,59.0,4.79,4.77,2.97,0,3,2
25318,0.43,60.4,58.0,4.87,4.9,2.95,3,4,2
25319,1.33,62.7,58.0,6.96,7.01,4.38,3,3,4
25320,0.55,61.7,55.0,5.26,5.25,3.24,0,2,4
25321,0.53,62.4,59.0,5.18,5.21,3.24,4,2,2
25322,0.5,62.2,56.0,5.02,5.11,3.15,3,2,7
25323,1.0,61.4,61.0,6.41,6.36,3.92,1,3,3
25324,0.76,61.9,54.0,5.88,5.84,3.63,6,2,4
25325,0.31,61.6,55.0,4.39,4.41,2.71,1,2,4
25326,0.31,61.3,59.0,4.34,4.31,2.65,2,3,5
25327,0.32,63.3,55.0,4.36,4.33,2.75,1,4,2
25328,2.03,60.8,57.0,8.24,8.18,4.99,4,2,2
25329,0.47,62.1,55.0,4.98,5.01,3.1,0,2,6
25330,0.46,65.3,56.0,4.83,4.76,3.13,3,0,5
25331,0.38,60.7,56.0,4.69,4.73,2.86,1,2,2
25332,1.5,63.0,58.0,7.2,7.25,4.55,4,4,3
25333,0.42,62.8,56.0,4.8,4.76,3.0,0,2,6
25334,0.3,63.4,55.0,4.32,4.26,2.72,3,4,4
25335,1.55,60.7,59.0,7.5,7.47,4.54,6,3,5
25336,0.53,61.8,56.0,5.22,5.2,3.22,2,2,4
25337,1.51,62.3,62.0,7.32,7.21,4.51,4,3,3
25338,0.66,61.7,55.0,5.64,5.6,3.47,3,2,2
25339,0.53,60.9,56.0,5.21,5.23,3.18,2,4,2
25340,0.53,62.6,58.0,5.14,5.18,3.23,0,4,5
25341,0.72,60.8,59.0,5.74,5.77,3.55,4,4,5
25342,0.41,62.6,55.0,4.78,4.74,2.98,2,3,2
25343,1.05,58.9,66.0,6.71,6.6,3.92,5,0,4
25344,1.5,60.7,61.0,7.33,7.36,4.46,3,4,3
25345,0.31,60.0,60.0,4.4,4.43,2.65,4,4,5
25346,0.91,57.8,61.0,6.4,6.36,3.69,4,1,4
25347,0.3,61.4,56.0,4.32,4.35,2.66,0,2,2
25348,0.55,61.7,55.0,5.27,5.29,3.26,0,2,5
25349,0.35,61.0,62.0,4.56,4.52,2.77,4,3,2
25350,0.41,62.3,55.0,4.79,4.77,2.98,2,2,4
25351,0.47,61.6,56.0,5.0,5.02,3.09,2,2,6
25352,0.55,62.7,55.0,5.24,5.26,3.29,2,2,5
25353,2.0,62.5,58.0,8.14,8.03,5.05,4,3,3
25354,0.45,63.0,56.0,4.9,4.88,3.08,5,3,6
25355,0.9,62.6,57.0,6.11,6.09,3.82,4,4,5
25356,0.46,60.7,57.0,4.98,5.03,3.04,3,2,6
25357,1.35,61.9,58.0,7.06,7.02,4.36,2,3,5
25358,0.5,63.3,58.0,5.03,5.05,3.19,0,4,5
25359,0.92,62.1,60.0,6.22,6.21,3.86,2,3,2
25360,0.61,61.5,56.0,5.48,5.5,3.38,3,2,4
25361,0.42,62.7,55.0,4.83,4.8,3.02,2,3,2
25362,0.41,62.6,59.0,4.73,4.76,2.97,3,3,5
25363,1.31,62.2,56.0,7.02,6.97,4.35,3,3,2
25364,1.62,60.8,59.0,7.62,7.57,4.62,1,3,3
25365,1.72,62.8,59.3,7.55,7.62,4.76,3,1,3
25366,0.85,61.0,61.0,6.2,6.0,3.73,4,0,0
25367,0.51,63.1,58.0,5.08,5.13,3.22,0,1,5
25368,0.76,61.2,57.0,5.91,5.89,3.61,0,2,5
25369,0.51,60.8,60.0,5.23,5.14,3.15,0,3,7
25370,1.31,61.7,59.0,7.03,6.98,4.32,4,3,3
25371,0.51,62.7,58.0,5.12,5.09,3.2,3,3,5
25372,1.22,62.9,54.0,6.83,6.79,4.29,5,2,4
25373,0.44,60.9,59.0,4.9,4.96,3.0,3,3,6
25374,1.52,63.5,57.0,7.23,7.29,4.61,2,4,5
25375,0.32,62.4,59.0,4.35,4.4,2.73,3,4,3
25376,1.05,62.7,54.0,6.51,6.48,4.07,3,3,3
25377,2.02,59.6,59.0,8.27,8.35,4.95,4,4,2
25378,0.24,62.5,58.0,3.95,3.96,2.47,2,4,4
25379,0.71,63.1,56.0,5.73,5.68,3.6,0,4,2
25380,0.7,62.6,58.0,5.64,5.6,3.52,2,3,3
25381,0.57,61.0,60.0,5.36,5.32,3.26,1,3,3
25382,0.56,62.2,55.0,5.27,5.31,3.29,3,2,4
25383,1.35,62.3,58.0,7.1,7.05,4.41,4,3,4
25384,0.92,63.3,59.0,6.12,6.18,3.89,0,1,3
25385,2.5,63.8,53.0,8.56,8.5,5.45,6,2,3
25386,0.71,62.0,55.0,5.7,5.75,3.55,1,2,5
25387,0.41,62.6,57.0,4.78,4.74,2.98,5,2,1
25388,0.54,60.5,56.0,5.26,5.28,3.19,1,2,5
25389,1.51,61.6,58.0,7.32,7.35,4.52,2,3,5
25390,1.52,62.0,58.0,7.37,7.34,4.56,4,3,3
25391,0.51,61.6,54.0,5.17,5.19,3.19,3,2,1
25392,1.1,62.8,57.0,6.56,6.63,4.14,5,4,3
25393,0.41,62.5,54.0,4.79,4.81,3.0,0,4,7
25394,1.51,58.5,59.0,7.48,7.6,4.41,4,4,2
25395,0.51,62.5,58.0,5.12,5.18,3.22,0,4,5
25396,1.35,62.8,60.0,7.08,7.0,4.42,2,3,3
25397,0.35,63.0,57.0,4.52,4.46,2.83,0,2,2
25398,0.53,61.4,55.0,5.21,5.24,3.21,1,4,5
25399,0.91,61.7,56.0,6.21,6.24,3.84,2,2,3
25400,1.04,62.5,58.0,6.46,6.37,4.01,2,3,7
25401,1.66,63.2,56.0,7.49,7.61,4.77,3,1,5
25402,0.32,60.8,57.0,4.44,4.41,2.69,0,2,2
25403,0.7,60.3,63.0,5.73,5.77,3.47,4,4,4
25404,1.58,60.5,58.0,7.57,7.54,4.57,4,3,5
25405,0.52,61.2,56.0,5.19,5.22,3.18,3,2,4
25406,0.23,59.5,58.0,4.0,4.03,2.39,2,4,1
25407,1.31,62.5,56.0,6.95,7.04,4.37,6,2,2
25408,1.01,62.2,58.0,6.37,6.4,3.97,6,4,3
25409,1.13,61.9,61.0,6.61,6.64,4.1,1,4,5
25410,0.4,61.3,60.0,4.71,4.66,2.87,3,3,4
25411,0.9,63.8,58.0,6.09,6.13,3.9,0,1,3
25412,0.51,62.6,57.0,5.15,5.1,3.21,3,3,5
25413,1.02,60.5,58.0,6.58,6.54,3.97,1,3,3
25414,0.91,62.8,58.0,6.15,6.18,3.87,3,4,2
25415,0.35,62.4,55.0,4.52,4.48,2.81,0,2,5
25416,2.13,60.7,60.0,8.27,8.37,5.05,3,3,3
25417,2.17,58.8,62.0,8.48,8.53,5.0,4,4,3
25418,2.01,59.8,58.0,8.21,8.15,4.89,3,3,3
25419,0.31,61.9,53.5,4.36,4.39,2.71,2,2,6
25420,1.0,61.4,60.0,6.38,6.35,3.91,2,3,2
25421,1.09,62.7,58.0,6.6,6.55,4.12,1,3,2
25422,0.56,62.3,55.0,5.3,5.26,3.29,4,2,6
25423,0.7,64.8,59.0,5.65,5.56,3.63,3,0,2
25424,0.71,59.5,57.0,5.86,5.78,3.46,3,2,3
25425,0.71,61.3,58.0,5.75,5.73,3.52,0,3,2
25426,0.3,61.1,56.0,4.36,4.38,2.67,1,2,6
25427,1.31,61.2,58.0,7.01,7.05,4.3,5,4,5
25428,0.31,61.6,55.0,4.38,4.35,2.69,4,2,6
25429,1.54,62.3,60.0,7.29,7.34,4.56,3,2,3
25430,0.52,60.6,56.0,5.25,5.22,3.17,0,3,5
25431,0.4,62.1,54.0,4.72,4.75,2.94,1,2,5
25432,1.63,62.5,57.0,7.54,7.57,4.72,3,4,3
25433,0.31,63.1,57.0,4.32,4.27,2.71,4,4,5
25434,1.07,61.8,56.0,6.52,6.55,4.04,4,2,5
25435,0.52,61.0,60.0,5.19,5.13,3.15,3,3,5
25436,0.3,62.3,58.0,4.32,4.29,2.68,0,3,3
25437,1.02,61.8,59.0,6.46,6.41,3.98,3,3,1
25438,0.31,62.2,54.0,4.34,4.38,2.71,3,2,5
25439,0.54,62.3,60.0,5.18,5.22,3.24,0,3,2
25440,0.73,59.5,62.0,5.89,5.84,3.49,2,3,3
25441,0.24,61.5,58.0,3.96,3.98,2.44,0,4,7
25442,1.04,62.4,57.0,6.44,6.48,4.03,5,2,4
25443,1.5,63.6,58.0,7.22,7.27,4.61,4,1,5
25444,0.35,61.3,54.0,4.56,4.51,2.78,5,2,2
25445,1.0,61.0,61.0,6.36,6.42,3.9,4,1,2
25446,0.38,62.4,54.0,4.64,4.68,2.91,2,2,4
25447,0.4,62.8,56.0,4.73,4.69,2.96,2,2,7
25448,0.3,61.5,58.0,4.28,4.3,2.64,4,3,7
25449,1.01,61.5,57.0,6.44,6.48,3.97,1,2,5
25450,0.86,61.3,59.0,6.17,6.1,3.76,4,3,5
25451,1.14,62.4,59.0,6.7,6.62,4.16,6,3,2
25452,1.31,60.3,59.0,7.08,7.12,4.28,3,3,5
25453,0.74,62.7,58.0,5.72,5.77,3.6,1,3,5
25454,0.31,59.6,58.0,4.41,4.38,2.62,0,3,4
25455,1.02,65.5,60.0,6.29,6.22,4.1,4,0,2
25456,0.3,62.4,56.0,4.27,4.32,2.68,2,2,2
25457,0.33,60.7,56.0,4.46,4.5,2.72,2,2,7
25458,0.81,62.2,57.0,5.91,5.94,3.69,4,4,4
25459,0.92,65.6,57.0,6.1,6.07,3.99,1,0,2
25460,0.41,63.5,57.0,4.72,4.7,2.99,5,4,3
25461,0.38,62.0,57.0,4.6,4.69,2.88,0,2,6
25462,0.52,61.5,56.0,5.15,5.19,3.18,0,2,5
25463,0.54,63.3,55.0,5.2,5.26,3.31,1,1,5
25464,1.52,64.6,55.0,7.24,7.19,4.66,4,0,2
25465,0.33,62.2,56.0,4.45,4.43,2.76,3,2,1
25466,1.23,63.4,58.0,6.8,6.77,4.3,3,4,3
25467,3.4,66.8,52.0,9.42,9.34,6.27,0,0,0
25468,1.2,62.7,55.0,6.71,6.79,4.23,0,2,2
25469,0.8,60.9,57.0,6.01,6.05,3.67,1,2,5
25470,2.02,62.7,56.9,8.03,8.07,5.05,6,2,3
25471,0.3,63.3,59.0,4.22,4.28,2.69,4,1,6
25472,0.42,62.2,55.0,4.8,4.75,2.97,0,2,5
25473,1.0,61.5,59.0,6.47,6.44,3.97,2,3,3
25474,0.4,61.4,55.0,4.76,4.79,2.93,3,2,1
25475,0.46,62.2,57.0,4.93,4.98,3.08,3,2,6
25476,0.44,60.6,58.0,4.96,4.9,2.99,3,3,5
25477,0.32,62.8,56.0,4.37,4.42,2.76,0,4,2
25478,0.51,60.2,58.0,5.2,5.24,3.14,3,3,6
25479,0.3,61.5,56.0,4.32,4.33,2.66,4,2,1
25480,0.53,62.1,58.0,5.11,5.19,3.2,1,3,2
25481,1.07,61.8,56.0,6.58,6.63,4.08,4,2,3
25482,0.46,62.9,52.0,4.9,4.95,3.1,1,4,4
25483,0.32,62.0,58.0,4.38,4.33,2.7,3,3,5
25484,1.51,60.4,61.0,7.33,7.37,4.44,1,1,2
25485,1.02,63.0,58.0,6.38,6.44,4.04,2,4,3
25486,1.14,61.1,59.0,6.77,6.72,4.12,3,3,3
25487,0.36,61.6,56.0,4.58,4.54,2.81,0,2,2
25488,0.7,62.2,54.0,5.68,5.74,3.55,1,2,7
25489,1.15,63.5,58.0,6.73,6.69,4.26,0,4,3
25490,0.4,62.1,55.0,4.75,4.79,2.96,1,2,4
25491,1.21,61.8,55.0,6.81,6.87,4.23,3,2,4
25492,0.75,62.5,57.0,5.8,5.85,3.64,1,2,4
25493,1.23,62.4,60.0,6.82,6.78,4.24,1,3,3
25494,0.53,61.0,55.0,5.23,5.26,3.2,3,2,2
25495,1.01,61.1,61.0,6.46,6.4,3.93,0,3,4
25496,0.35,62.8,58.0,4.47,4.51,2.82,0,4,5
25497,0.52,65.5,55.0,4.98,5.06,3.29,3,0,1
25498,1.52,59.7,57.0,7.5,7.48,4.47,3,2,4
25499,0.27,62.6,58.0,4.11,4.16,2.59,1,4,6
25500,0.33,61.3,60.0,4.44,4.47,2.73,4,3,5
25501,0.9,63.0,60.0,6.08,5.99,3.8,5,3,2
25502,1.01,62.2,59.0,6.45,6.41,4.0,2,3,3
25503,0.23,61.9,60.0,3.95,4.03,2.47,1,1,7
25504,1.22,59.3,59.0,6.96,7.01,4.14,5,3,5
25505,0.5,63.5,56.0,5.01,5.04,3.19,4,4,2
25506,0.55,60.9,57.0,5.24,5.3,3.21,6,2,2
25507,1.02,59.4,60.0,6.48,6.59,3.88,2,4,2
25508,0.36,60.3,62.0,4.56,4.59,2.76,1,4,5
25509,0.54,60.6,57.0,5.28,5.32,3.21,4,2,2
25510,1.21,61.0,58.0,6.93,6.88,4.21,1,3,3
25511,0.51,62.5,56.0,5.06,5.12,3.18,6,2,2
25512,0.35,60.9,58.0,4.54,4.56,2.77,0,4,4
25513,0.7,60.4,59.0,5.7,5.75,3.46,1,4,3
25514,2.04,61.8,60.0,8.09,8.13,5.01,0,3,3
25515,0.3,61.8,56.0,4.31,4.34,2.67,3,2,2
25516,0.71,61.4,56.0,5.73,5.79,3.53,5,4,5
25517,0.27,61.1,55.0,4.18,4.27,2.58,1,4,6
25518,1.17,62.3,57.0,6.75,6.71,4.19,4,3,2
25519,0.52,62.1,57.0,5.17,5.13,3.2,0,2,5
25520,1.21,61.8,59.0,6.75,6.78,4.18,5,4,2
25521,0.44,61.4,56.0,4.89,4.94,3.02,2,2,2
25522,0.42,61.0,57.0,4.85,4.89,2.97,4,2,4
25523,0.92,63.7,57.0,6.14,6.11,3.9,1,1,2
25524,0.31,60.5,57.0,4.39,4.41,2.66,2,2,5
25525,0.93,63.4,54.0,6.19,6.24,3.94,2,1,3
25526,0.38,61.4,55.0,4.66,4.69,2.87,5,2,5
25527,1.02,61.5,59.0,6.46,6.41,3.96,1,3,6
25528,1.0,62.8,59.0,6.35,6.32,3.98,2,3,5
25529,1.56,57.5,58.0,7.82,7.67,4.45,2,1,3
25530,1.09,61.6,55.0,6.62,6.67,4.09,2,2,4
25531,0.93,63.0,59.0,6.16,6.11,3.86,4,3,3
25532,0.32,63.2,54.0,4.36,4.38,2.76,0,1,2
25533,1.02,62.3,59.0,6.42,6.38,3.99,0,3,2
25534,0.37,61.6,56.0,4.63,4.59,2.84,0,2,5
25535,0.9,62.7,57.0,6.13,6.15,3.85,4,2,5
25536,0.9,62.8,55.0,6.19,6.14,3.87,5,2,3
25537,0.38,59.4,61.0,4.72,4.74,2.81,1,2,2
25538,1.17,62.1,57.0,6.74,6.81,4.21,6,2,2
25539,0.77,61.2,59.0,5.86,5.91,3.6,0,4,5
25540,0.38,62.2,55.0,4.67,4.63,2.89,1,2,4
25541,0.42,62.0,55.0,4.83,4.85,3.0,5,2,4
25542,1.2,63.1,61.0,6.66,6.58,4.18,6,4,2
25543,0.4,61.1,56.0,4.75,4.78,2.91,2,2,4
25544,0.92,60.9,61.0,6.22,6.25,3.8,1,4,4
25545,0.72,60.6,63.0,5.83,5.76,3.51,4,4,4
25546,0.7,62.9,58.0,5.63,5.65,3.55,2,4,5
25547,0.52,61.0,57.0,5.21,5.18,3.17,0,2,5
25548,0.7,62.4,56.0,5.66,5.69,3.54,3,2,2
25549,0.7,61.9,57.0,5.69,5.74,3.54,1,2,5
25550,0.51,61.6,56.0,5.12,5.14,3.16,3,2,7
25551,1.1,60.5,55.7,6.7,6.76,4.07,3,4,7
25552,1.53,61.6,58.0,7.37,7.4,4.55,6,3,6
25553,1.7,62.3,57.0,7.68,7.65,4.78,4,2,5
25554,0.58,60.9,57.0,5.38,5.4,3.28,6,2,5
25555,1.2,62.1,58.0,6.78,6.84,4.23,2,2,4
25556,0.33,61.4,57.0,4.48,4.45,2.74,2,2,5
25557,0.38,63.8,57.0,4.57,4.61,2.93,0,4,7
25558,1.61,61.4,60.0,7.56,7.51,4.63,0,3,2
25559,1.22,61.7,56.0,6.87,6.93,4.26,4,2,3
25560,1.63,59.9,60.0,7.64,7.61,4.57,3,3,2
25561,1.18,62.3,59.0,6.75,6.67,4.18,2,3,2
25562,1.4,62.1,60.0,7.21,7.12,4.45,4,3,2
25563,0.91,63.1,61.0,6.04,6.14,3.84,1,1,3
25564,0.23,61.5,57.0,3.94,3.97,2.43,3,2,6
25565,0.3,61.8,55.0,4.32,4.33,2.68,1,2,5
25566,0.31,62.5,54.0,4.33,4.37,2.72,1,2,5
25567,0.38,59.9,58.0,4.77,4.72,2.84,3,3,5
25568,0.5,63.5,61.0,5.03,4.98,3.18,1,4,2
25569,1.55,62.3,56.0,7.44,7.52,4.66,6,1,4
25570,0.7,62.6,57.0,5.62,5.69,3.54,2,4,5
25571,0.41,63.8,56.0,4.7,4.74,3.01,3,1,0
25572,0.57,60.3,57.0,5.4,5.42,3.26,3,2,4
25573,0.9,62.9,58.0,6.13,6.18,3.87,5,2,4
25574,0.31,63.0,56.0,4.34,4.3,2.72,3,2,2
25575,0.31,61.4,62.0,4.32,4.34,2.66,2,4,5
25576,0.31,61.2,61.0,4.29,4.37,2.65,1,4,4
25577,0.3,61.4,60.0,4.28,4.25,2.62,1,3,7
25578,0.56,61.2,57.0,5.37,5.35,3.28,0,2,2
25579,2.02,62.4,55.0,8.05,8.11,5.04,6,4,3
25580,1.01,59.2,63.0,6.5,6.48,3.84,3,1,4
25581,1.0,61.0,61.0,6.31,6.27,3.84,4,3,3
25582,1.01,65.5,57.0,6.12,6.22,4.04,2,0,2
25583,0.7,61.2,56.0,5.68,5.75,3.5,0,4,4
25584,1.04,62.5,53.0,6.5,6.52,4.07,4,2,4
25585,0.53,61.3,55.0,5.22,5.25,3.21,1,2,5
25586,1.26,59.5,59.0,7.13,7.06,4.22,0,3,2
25587,1.59,60.2,60.0,7.58,7.61,4.57,5,3,5
25588,0.5,61.4,58.0,5.11,5.09,3.13,1,3,3
25589,0.3,61.8,56.0,4.34,4.3,2.67,0,2,4
25590,1.39,61.3,59.0,7.15,7.24,4.41,3,3,2
25591,1.13,62.3,59.0,6.68,6.65,4.15,4,3,3
25592,1.01,62.9,54.0,6.35,6.4,4.0,3,4,5
25593,0.65,61.9,56.0,5.56,5.59,3.45,3,2,6
25594,1.2,60.8,58.0,6.85,6.91,4.18,4,2,4
25595,1.5,60.8,59.0,7.34,7.36,4.47,1,3,3
25596,0.3,59.6,61.0,4.39,4.34,2.6,0,3,7
25597,0.31,61.9,55.0,4.36,4.37,2.7,3,2,4
25598,0.31,60.1,61.0,4.4,4.35,2.63,1,3,2
25599,0.54,60.2,56.0,5.28,5.39,3.21,2,4,2
25600,1.09,61.5,54.0,6.64,6.65,4.09,4,2,5
25601,0.3,62.6,54.0,4.3,4.33,2.7,2,2,5
25602,1.0,59.0,62.0,6.49,6.56,3.85,3,4,5
25603,0.9,62.2,58.0,6.18,6.11,3.82,0,3,2
25604,0.42,62.3,57.0,4.8,4.76,2.98,1,2,2
25605,0.71,63.2,58.0,5.63,5.67,3.57,4,4,3
25606,1.05,61.2,57.0,6.51,6.55,4.0,3,2,4
25607,0.9,60.8,56.0,6.26,6.24,3.8,0,2,3
25608,2.11,60.9,60.0,8.21,8.28,5.02,0,4,3
25609,0.9,64.0,58.0,6.02,6.07,3.87,1,1,5
25610,0.26,62.7,55.0,4.07,4.1,2.56,2,2,6
25611,1.0,62.5,59.0,6.41,6.33,3.98,3,3,3
25612,0.72,61.6,55.0,5.78,5.77,3.56,3,2,7
25613,0.58,63.1,57.0,5.29,5.33,3.35,2,1,2
25614,0.4,63.0,59.0,4.64,4.69,2.94,0,4,3
25615,1.51,63.9,59.0,7.18,7.26,4.61,5,1,2
25616,0.3,61.5,58.0,4.29,4.31,2.64,2,3,7
25617,0.52,59.5,58.0,5.21,5.28,3.12,3,4,4
25618,0.51,61.9,55.0,5.19,5.15,3.2,0,2,5
25619,0.56,61.5,58.0,5.3,5.33,3.27,1,3,7
25620,0.41,61.3,54.0,4.79,4.84,2.95,2,2,6
25621,0.7,61.3,57.0,5.73,5.75,3.52,1,2,5
25622,0.37,61.6,59.0,4.67,4.62,2.86,2,3,2
25623,0.51,61.7,56.0,5.12,5.15,3.17,2,2,7
25624,0.5,61.4,60.0,5.18,5.03,3.14,1,3,0
25625,0.23,61.6,55.0,3.96,3.99,2.45,3,2,4
25626,0.3,62.1,56.0,4.32,4.34,2.69,4,2,5
25627,0.31,61.6,55.0,4.38,4.42,2.71,3,2,6
25628,0.58,61.6,56.0,5.35,5.39,3.31,4,2,6
25629,0.74,62.7,56.0,5.75,5.8,3.62,3,2,3
25630,1.65,62.8,56.0,7.52,7.57,4.74,2,4,4
